,A,LFICA: Lipoaffinity index composition of A,LFIAB: Lipoaffinity index transition between A and B,LFIA0: Lipoaffinity index distribution of 0.00A,LFIA1: Lipoaffinity index distribution of 0.25A,LFIA2: Lipoaffinity index distribution of 0.50A,LFIA3: Lipoaffinity index distribution of 0.75A,LFIA4: Lipoaffinity index distribution of 1.00A,LFIAB: Lipoaffinity index_3 transition between A and B,LFIAC: Lipoaffinity index_3 transition between A and C,LFI: Lipoaffinity index0,LFI: Lipoaffinity index00,LFI: Lipoaffinity index01,LFI: Lipoaffinity index10,LFI: Lipoaffinity index_301,LFI: Lipoaffinity index_302,LFI: Lipoaffinity index_310,LFI: Lipoaffinity index_320,LFI: Lipoaffinity index000,LFI: Lipoaffinity index001,LFI: Lipoaffinity index010,LFI: Lipoaffinity index011,LFI: Lipoaffinity index100,LFI: Lipoaffinity index101,LFI: Lipoaffinity index110,LFI: Lipoaffinity index_3001,LFI: Lipoaffinity index_3002,LFI: Lipoaffinity index_3010,LFI: Lipoaffinity index_3011,LFI: Lipoaffinity index_3012,LFI: Lipoaffinity index_3020,LFI: Lipoaffinity index_3021,LFI: Lipoaffinity index_3022,LFI: Lipoaffinity index_3100,LFI: Lipoaffinity index_3101,LFI: Lipoaffinity index_3102,LFI: Lipoaffinity index_3110,LFI: Lipoaffinity index_3120,LFI: Lipoaffinity index_3200,LFI: Lipoaffinity index_3201,LFI: Lipoaffinity index_3202,LFI: Lipoaffinity index_3210,LFI: Lipoaffinity index_3220
10,ENST00000628924.1,0.681129,0.437544,0.000353,0.261023,0.513933,0.756966,1.0,0.280522,0.167608,681.128723,462.081116,218.694885,218.694885,140.035278,83.950615,140.388,83.597885,312.522034,149.206345,151.322754,67.372131,149.206345,69.488533,67.372131,70.546738,46.560848,64.550262,37.742504,37.742504,33.862434,29.629629,20.458553,77.24868,38.447971,24.691359,45.855381,31.393297,39.858906,31.040564,12.698413,29.982363,18.342152
11,ENST00000563777.1,0.756517,0.342025,0.000759,0.245001,0.483169,0.728676,1.0,0.201772,0.217215,756.517334,585.421387,170.842819,171.095932,103.518097,105.795998,98.202988,111.364212,452.796753,132.371552,126.55024,44.292583,132.624649,38.471272,44.545685,61.250317,56.441406,43.280182,25.81625,34.421665,46.823589,26.069349,32.903061,56.441406,20.501139,21.260441,29.106556,31.131359,61.503418,21.766642,28.094152,25.81625,33.409264
12,ENST00000508266.1,0.765653,0.306452,0.005367,0.221825,0.466905,0.753131,1.0,0.175627,0.204301,765.652954,611.806824,152.057251,153.846161,89.445435,100.178894,85.867622,103.756706,518.783569,91.234344,103.756706,48.300537,93.023254,60.822899,50.089447,41.144901,66.189621,37.567085,28.62254,23.255814,42.933811,17.889088,39.355991,41.144901,35.778175,8.944544,30.411449,26.833632,66.189621,12.522362,25.044724,17.889088,33.989265
13,ENST00000517774.1,0.869739,0.220884,0.002004,0.244489,0.486974,0.745491,1.0,0.116466,0.287149,869.739502,757.515015,110.220444,110.220444,58.116234,142.284576,58.116234,144.288574,655.310608,100.200401,94.188377,16.032064,102.204407,8.016032,16.032064,34.068138,84.168335,18.036072,12.024048,28.056112,70.140282,22.044088,50.100201,32.064129,6.012024,20.040081,10.020041,18.036072,88.176353,18.036072,38.076153,30.06012,56.112225
14,ENST00000454129.5,0.735619,0.363493,0.000226,0.237988,0.487029,0.743515,0.999098,0.237365,0.194043,735.619202,553.801025,181.818176,181.592606,122.49041,93.164902,114.820663,100.834648,423.640869,130.160156,129.709,52.10918,129.934586,51.65802,51.883602,64.967293,54.816151,57.523121,33.837132,31.130159,47.371983,23.009249,22.783669,65.192871,32.483646,17.144146,33.837132,29.551094,54.590572,25.039476,21.204601,23.460411,23.685991
15,ENST00000602498.1,0.801223,0.297546,0.003058,0.235474,0.480122,0.721713,0.996942,0.171779,0.236196,801.223267,651.37616,149.847092,146.788986,88.685013,116.207954,82.56881,119.266052,538.226318,113.149849,122.324158,24.464832,110.091743,36.697247,24.464832,45.871559,82.56881,42.813457,9.174312,33.639145,67.27829,24.464832,24.464832,51.987766,21.406729,9.174312,6.116208,27.522936,73.394493,21.406729,24.464832,33.639145,24.464832
16,ENST00000476405.1,0.783965,0.330945,0.000231,0.255083,0.504159,0.744686,1.0,0.184423,0.241738,783.964905,618.299438,165.434387,165.434387,100.277267,112.754158,84.103516,128.927917,491.219971,127.079483,131.469498,33.964878,126.848427,38.354897,33.964878,54.528652,62.153419,42.513863,19.870609,37.892792,56.839188,19.408503,36.50647,47.134933,18.946396,17.791128,16.866913,34.426987,69.316078,26.802217,32.809612,24.722736,37.661739
17,ENST00000411861.5,0.804065,0.332203,0.001129,0.250706,0.49633,0.760023,0.998871,0.184746,0.253672,804.065491,638.057617,166.007904,166.007904,102.202148,116.883118,82.439301,136.645966,504.234894,133.822693,141.727844,24.280067,133.822693,32.185207,23.715416,55.90062,55.335968,48.560135,12.42236,41.21965,44.607567,23.150763,49.124786,43.47826,18.068888,20.892151,10.728402,37.831734,67.758331,28.232637,40.654999,22.586109,54.206661
18,ENST00000560706.5,0.752643,0.324153,0.006342,0.249471,0.513742,0.773784,1.0,0.175847,0.228814,752.6427,589.85199,160.676529,162.790695,93.023254,107.822411,82.452431,120.507401,469.344604,118.393234,118.393234,42.283298,120.507401,42.283298,44.397465,61.310783,54.968288,40.169132,23.255814,29.598309,52.854122,21.141649,33.826637,54.968288,19.027485,8.456659,23.255814,25.369978,61.310783,12.684989,44.397465,19.027485,42.283298
19,ENST00000449589.5,0.712079,0.399437,0.001404,0.242978,0.5,0.73736,1.0,0.232068,0.209564,712.078674,511.235962,199.438202,199.438202,123.595505,96.91011,108.146065,112.35955,358.146057,151.685394,136.235962,63.202248,151.685394,47.752808,63.202248,66.011238,46.348316,51.966293,39.325844,32.303371,35.112358,32.303371,29.494383,50.561798,26.685392,30.898876,26.685392,47.752808,61.797752,30.898876,19.662922,29.494383,29.494383
20,ENST00000451786.5,0.732668,0.378139,0.000571,0.239943,0.473894,0.732668,1.0,0.227454,0.206621,732.667603,543.509277,188.873032,189.15834,119.258202,97.57489,108.131241,108.98716,407.988586,135.235382,134.379456,54.49358,135.520691,53.637661,54.49358,59.629101,56.490726,51.925819,32.239658,35.092724,44.507847,26.533524,26.533524,54.778889,33.095577,20.256777,33.380886,38.231098,61.626247,26.533524,20.827389,22.824537,26.248217
21,ENST00000499180.2,0.640587,0.431373,0.002445,0.264059,0.523227,0.755501,1.0,0.252451,0.129902,640.586792,422.98288,215.15892,215.15892,132.029343,58.679707,119.804398,70.904648,288.508545,132.029343,124.694374,90.464546,132.029343,83.129585,90.464546,61.124695,36.674816,46.454769,48.899757,36.674816,24.449879,19.559902,14.669927,63.569683,46.454769,9.779951,44.009781,36.674816,34.229828,24.449879,12.224939,29.339853,7.334963
22,ENST00000515108.1,0.744638,0.343313,0.000499,0.244389,0.504239,0.743142,1.0,0.19012,0.252495,744.638428,572.568604,171.571075,171.571075,96.758102,124.189529,93.26683,128.17955,449.875305,122.194511,120.698257,50.872818,122.194511,49.37656,50.872818,51.371571,64.837906,33.416458,25.935162,37.406483,62.344139,26.932669,34.91272,54.862843,19.950125,18.453865,31.9202,32.917706,61.845387,25.436409,40.897755,27.930174,32.418953
23,ENST00000508913.5,0.751623,0.338528,0.000433,0.251839,0.506707,0.736478,1.0,0.190043,0.246753,751.622681,581.999146,169.190826,169.190826,96.927734,121.159668,93.033318,125.486801,459.97403,121.592384,120.726959,48.463867,121.592384,47.598442,48.463867,51.060146,66.205109,33.751621,24.664648,38.511467,61.01255,26.3955,33.751621,54.089138,21.202942,17.741238,31.155344,31.155344,63.608826,24.664648,37.213329,28.126352,32.886196
24,ENST00000426529.6,0.706495,0.397719,0.000248,0.242935,0.487853,0.752355,1.0,0.243739,0.185966,706.494812,507.436798,198.81012,198.81012,125.681709,89.241447,117.997025,96.678238,373.078827,134.110062,137.084778,61.725334,134.110062,64.70005,61.725334,64.947945,46.603867,54.784332,37.431828,33.465542,43.38126,22.310362,23.549826,58.998512,35.448685,23.549826,38.919186,31.730293,52.305405,25.285076,19.087753,24.293505,21.566683
25,ENST00000382215.3,0.735858,0.378417,0.000959,0.233461,0.510067,0.761266,1.0,0.194245,0.191847,735.858093,546.500488,188.878235,189.35762,102.588684,90.124641,91.562798,101.629913,411.792908,134.228195,140.93959,47.938637,134.707581,54.650047,47.938637,59.443913,50.335571,43.144775,23.010546,36.433365,37.871525,21.572388,30.680729,53.211887,19.654842,18.69607,22.051773,29.721956,57.046978,23.489933,21.093,26.366251,34.036434
26,ENST00000501008.2,0.736565,0.363205,0.000527,0.24236,0.459431,0.719705,0.999473,0.178703,0.236162,736.564819,554.794495,181.770279,181.243408,95.363541,112.223396,83.245522,123.814545,433.614319,121.180191,129.610123,51.633297,120.65332,60.590096,51.633297,46.891464,55.848263,31.085354,28.977871,34.773445,55.321392,22.128557,34.773445,41.622761,25.28978,16.332983,23.709167,38.46154,60.590096,23.182297,40.042149,28.451,30.031612
27,ENST00000438608.5,0.735238,0.391221,0.001905,0.260952,0.508571,0.752381,0.998095,0.21374,0.215649,735.238098,539.047607,196.190475,194.285721,108.571426,106.666664,104.761902,108.571426,398.095245,140.952377,139.047623,55.238094,139.047623,55.238094,55.238094,62.857143,55.238094,40.0,28.571428,38.095238,47.619049,22.857143,36.190475,53.333332,19.047619,32.380951,30.476191,34.285713,64.761902,26.666666,17.142857,34.285713,26.666666
28,ENST00000398461.5,0.808517,0.294987,0.00029,0.269119,0.525782,0.75956,1.0,0.171544,0.228919,808.516785,660.776367,147.45076,147.45076,91.541138,108.632675,79.953651,120.220161,539.397461,121.378914,117.612976,29.837774,121.378914,25.782156,29.837774,58.227116,65.75898,39.976826,15.932793,35.631519,45.770569,23.174971,39.687138,50.115875,13.035921,16.512167,17.670916,34.762455,73.870216,19.988413,26.36153,22.30591,39.687138
29,ENST00000590274.1,0.755337,0.348684,0.001642,0.238095,0.497537,0.748768,1.0,0.215461,0.185855,755.336609,579.638733,174.055832,174.055832,108.374382,91.954025,106.732346,93.596062,446.63382,131.362885,124.794746,49.261086,131.362885,42.69294,49.261086,67.323479,55.829227,47.619049,27.914614,32.840721,39.408867,26.272577,24.630543,67.323479,21.34647,18.062397,32.840721,31.198687,55.829227,19.704433,18.062397,26.272577,21.34647
30,ENST00000413421.5,0.682809,0.396364,0.004843,0.233656,0.476998,0.730024,1.0,0.238788,0.198788,682.808716,484.261505,197.336563,198.547211,124.697334,93.220337,113.801453,105.326874,349.878937,134.382568,118.644066,78.692497,134.382568,62.953995,79.903145,64.16465,30.266344,48.426151,42.372883,33.898304,47.215496,23.00242,23.00242,46.004841,32.687653,33.898304,46.004841,32.687653,48.426151,27.845036,29.055691,19.370461,25.423729
31,ENST00000517675.1,0.762747,0.345035,0.0009,0.242951,0.4979,0.737852,0.9994,0.193519,0.224122,762.747437,590.281921,172.4655,172.4655,105.278946,103.479301,88.182365,120.575882,465.506897,124.775047,128.074387,44.391121,124.775047,47.69046,44.391121,54.289143,55.188961,43.491302,26.69466,35.092983,57.288544,20.69586,25.494902,45.590881,22.19556,20.395922,23.395321,31.793642,63.887222,28.794241,27.894421,21.29574,31.493702
32,ENST00000602618.1,0.765458,0.305556,0.002132,0.251599,0.484009,0.748401,0.997868,0.183761,0.228632,765.458435,611.940308,153.518127,151.385925,98.081024,108.742004,85.287849,119.402985,494.669495,117.27079,100.213219,51.172707,115.138596,36.247334,51.172707,51.172707,61.833687,31.982943,27.71855,36.247334,53.304905,25.586353,29.850746,51.172707,19.189766,14.925373,27.71855,29.850746,59.701492,27.71855,31.982943,25.586353,36.247334
33,ENST00000577163.1,0.775862,0.352332,0.001724,0.260345,0.517241,0.774138,1.0,0.19171,0.231434,775.862061,598.275879,175.862076,175.862076,103.448273,108.620689,87.931038,122.413795,465.517242,131.034485,139.655167,36.206898,131.034485,44.827587,36.206898,56.896553,68.965515,46.551723,15.517241,41.379311,41.379311,24.137932,41.379311,48.275864,27.586206,12.068966,13.793103,46.551723,77.586205,18.965517,25.862068,27.586206,34.482758
34,ENST00000487102.5,0.697766,0.421053,0.001314,0.231275,0.484888,0.731932,1.0,0.301316,0.171053,697.766113,486.202362,210.249664,210.249664,160.315369,74.901443,140.604462,95.926414,346.911957,139.290405,151.116959,59.132721,137.976349,70.959267,59.132721,88.042053,38.107754,76.215508,44.678055,39.421814,47.306175,19.710907,7.884363,67.017082,49.934296,22.339027,39.421814,36.793694,59.132721,22.339027,14.454665,24.967148,11.826544
35,ENST00000541775.5,0.743551,0.386454,0.00019,0.25588,0.50019,0.749431,0.99981,0.211535,0.192943,743.550842,550.265564,193.285278,193.095596,112.860397,89.339912,98.634293,103.56601,419.19574,131.069809,146.813354,46.282246,131.069809,62.025795,46.282246,59.55994,51.213959,49.886192,22.572079,40.212444,39.83308,17.830046,31.676783,52.352047,28.26252,18.019728,19.726858,30.728376,58.421852,25.037937,20.106222,29.021244,33.004551
36,ENST00000409898.2,0.701786,0.39356,0.001786,0.226786,0.483929,0.742857,1.0,0.234347,0.193202,701.785706,503.571442,196.428574,196.428574,121.428574,92.85714,112.5,100.0,364.285706,139.285721,126.785713,69.64286,137.5,57.142857,69.64286,58.92857,46.42857,37.5,44.642857,39.285713,35.714287,26.785715,30.357143,57.142857,32.142857,23.214285,41.07143,41.07143,46.42857,30.357143,23.214285,33.92857,23.214285
37,ENST00000577661.1,0.769716,0.304897,0.001577,0.22082,0.457413,0.692429,0.996845,0.186414,0.230648,769.716064,616.719238,152.996841,151.419556,97.791801,110.410095,88.328079,119.873817,496.845428,119.873817,108.832809,44.16404,118.296532,33.123028,42.58675,56.782333,64.66877,44.16404,28.391167,25.236593,59.936909,20.504732,29.968454,53.627762,18.927444,15.772871,20.504732,25.236593,67.823341,22.08202,29.968454,23.659306,33.123028
38,ENST00000547799.5,0.779933,0.344754,0.000303,0.246438,0.501364,0.73689,0.999697,0.193451,0.218011,779.933289,607.456787,172.476501,172.173386,110.942711,94.877235,82.449226,123.067596,474.386169,133.070633,139.133072,33.040314,132.767502,39.40588,33.040314,59.715065,52.137012,44.86208,18.793573,47.287056,39.10276,21.218552,34.555927,43.952713,22.127918,16.368597,17.581085,40.012123,67.596245,29.099728,26.371628,20.006062,43.952713
39,ENST00000458228.5,0.725412,0.371219,0.000305,0.244349,0.47587,0.733048,0.998167,0.251757,0.185762,725.412354,539.706787,185.705566,185.400116,131.64325,87.049484,120.036652,98.656075,408.674408,131.032379,131.948685,53.756874,130.726944,54.673183,53.451435,70.250458,52.535126,63.530849,38.179596,29.932804,43.066586,22.907759,21.075138,66.279778,37.263287,16.493586,35.125229,32.376297,56.505802,24.129505,18.020769,21.380573,22.907759
